,bh,bh_id,bj,jg_id,jgmc,njdm_id,xqh_id,zyh,zyh_id,zymc,njmc
1542,206420004,206420004,金融204,64,经济与统计学院,2020,2,6420,6420,金融学,2020
1565,206450001,206450001,经济201,64,经济与统计学院,2020,2,6450,6450,经济学,2020
1566,206450002,206450002,经济202,64,经济与统计学院,2020,2,6450,6450,经济学,2020
1604,201223001,201223001,历史201,12,人文学院,2020,2,1223,6BC10423C2D53226E053206411AC7AEF,历史学(师范),2020
1605,201223002,201223002,历史202,12,人文学院,2020,2,1223,6BC10423C2D53226E053206411AC7AEF,历史学(师范),2020
1659,201010001,201010001,旅游201,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,1010,1010,旅游管理,2020
1660,201010002,201010002,旅游202,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,1010,1010,旅游管理,2020
1661,201010003,201010003,旅游203,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,1010,1010,旅游管理,2020
1674,202060001,202060001,媒体201,20,新闻与传播学院,2020,1,2060,2060,网络与新媒体,2020
1675,202060002,202060002,媒体202,20,新闻与传播学院,2020,1,2060,2060,网络与新媒体,2020
1676,202060003,202060003,媒体203,20,新闻与传播学院,2020,1,2060,2060,网络与新媒体,2020
1714,201113001,201113001,美术201,11,美术与设计学院,2020,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2020
1715,201113002,201113002,美术202,11,美术与设计学院,2020,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2020
1716,201113003,201113003,美术203,11,美术与设计学院,2020,1,1113,6BC10423C2E13226E053206411AC7AEF,美术学(师范),2020
1759,201820001,201820001,日语201,18,外国语学院,2020,2,1820,1820,日语,2020
1778,200630001,200630001,软件201,6,计算机科学与网络工程学院,2020,1,630,630,软件工程,2020
1779,200630002,200630002,软件202,6,计算机科学与网络工程学院,2020,1,630,630,软件工程,2020
1780,200630003,200630003,软件203,6,计算机科学与网络工程学院,2020,1,630,630,软件工程,2020
1812,200350001,200350001,社会201,3,公共管理学院,2020,2,350,350,社会学,2020
1813,200350002,200350002,社会202,3,公共管理学院,2020,2,350,350,社会学,2020
1847,201730001,201730001,社体201,17,体育学院,2020,1,1730,1730,社会体育指导与管理,2020
1848,201730002,201730002,社体202,17,体育学院,2020,1,1730,1730,社会体育指导与管理,2020
1855,202110001,202110001,社音201,21,音乐舞蹈学院,2020,1,2110,2110,音乐学,2020
1856,202110002,202110002,社音202,21,音乐舞蹈学院,2020,1,2110,2110,音乐学,2020
1871,201114001,201114001,设计201,11,美术与设计学院,2020,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2020
1872,201114002,201114002,设计202,11,美术与设计学院,2020,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2020
1873,201114003,201114003,设计203,11,美术与设计学院,2020,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2020
1874,201114004,201114004,设计204,11,美术与设计学院,2020,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2020
1875,201114005,201114005,设计205,11,美术与设计学院,2020,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2020
1876,201114006,201114006,设计206,11,美术与设计学院,2020,1,1114,6BC10423C2B13226E053206411AC7AEF,设计学类,2020
1956,201410001,201410001,生科201,14,生命科学学院,2020,1,1410,1410,生物科学,2020
1957,201410002,201410002,生科202,14,生命科学学院,2020,1,1410,1410,生物科学,2020
1958,201413001,201413001,生科203,14,生命科学学院,2020,1,1413,6BC10423C2F23226E053206411AC7AEF,生物科学(师范),2020
1959,201413002,201413002,生科204,14,生命科学学院,2020,1,1413,6BC10423C2F23226E053206411AC7AEF,生物科学(师范),2020
2016,206470001,206470001,数据201,64,经济与统计学院,2020,2,6470,6BC10423C2BC3226E053206411AC7AEF,数据科学与大数据技术,2020
2085,201510001,201510001,数学201,15,数学与信息科学学院,2020,1,1510,1510,数学与应用数学,2020
2086,201510002,201510002,数学202,15,数学与信息科学学院,2020,1,1510,1510,数学与应用数学,2020
2087,201515001,201515001,数学203,15,数学与信息科学学院,2020,1,1510,1510,数学与应用数学,2020
2088,201515002,201515002,数学204,15,数学与信息科学学院,2020,1,1515,6BC10423C2E43226E053206411AC7AEF,数学与应用数学(师范),2020
2089,201515003,A5AA26CC3A3C04B5E0530100007F7219,数学205,15,数学与信息科学学院,2020,1,1515,6BC10423C2E43226E053206411AC7AEF,数学与应用数学(师范),2020
2112,206311001,206311001,思教201,63,马克思主义学院,2020,1,6311,6BC10423C2BF3226E053206411AC7AEF,思想政治教育(师范),2020
2113,206311002,206311002,思教202,63,马克思主义学院,2020,1,6311,6BC10423C2BF3226E053206411AC7AEF,思想政治教育(师范),2020
2118,200871001,A5A543621F8F37A7E053206411ACB5B5,特教201,8,教育学院(师范学院),2020,1,871,6BC10423C2CF3226E053206411AC7AEF,特殊教育(师范),2020
2156,201711001,201711001,体教201,17,体育学院,2020,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2020
2157,201711002,201711002,体教202,17,体育学院,2020,1,1711,6BC10423C2D23226E053206411AC7AEF,体育教育(师范),2020
2161,200760001,200760001,通信201,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,760,760,通信工程,2020
2162,200760002,200760002,通信202,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,760,760,通信工程,2020
2171,206440001,206440001,统计201,64,经济与统计学院,2020,2,6440,6440,统计学,2020
2172,206440002,206440002,统计202,64,经济与统计学院,2020,2,6440,6440,统计学,2020
2313,201616001,201616001,土木类201,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2314,201616010,201616010,土木类2010,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2315,201616011,201616011,土木类2011,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2316,201616012,201616012,土木类2012,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2317,201616013,201616013,土木类2013,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2318,201616014,201616014,土木类2014,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2319,201616002,201616002,土木类202,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2320,201616003,201616003,土木类203,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2321,201616004,201616004,土木类204,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2322,201616005,201616005,土木类205,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2323,201616006,201616006,土木类206,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2324,201616007,201616007,土木类207,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2325,201616008,201616008,土木类208,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2326,201616009,201616009,土木类209,16,土木工程学院,2020,1,1616,6BBF95A168AC62B5E0531F6411ACE3F1,土木学院大类,2020
2331,200640001,200640001,网安201,6,计算机科学与网络工程学院,2020,1,640,871D5A1239DD0D12E053206411ACE230,网络空间安全,2020
2347,200620001,200620001,网络201,6,计算机科学与网络工程学院,2020,1,620,620,网络工程,2020
2348,200620002,200620002,网络202,6,计算机科学与网络工程学院,2020,1,620,620,网络工程,2020
2349,200620003,200620003,网络203,6,计算机科学与网络工程学院,2020,1,620,620,网络工程,2020
2382,202120001,202120001,舞蹈201,21,音乐舞蹈学院,2020,1,2120,2120,舞蹈编导,2020
2383,202120002,202120002,舞蹈202,21,音乐舞蹈学院,2020,1,2120,2120,舞蹈编导,2020
2384,202120003,A5F80AC827F84604E053206411AC0368,舞蹈203,21,音乐舞蹈学院,2020,1,2120,2120,舞蹈编导,2020
2415,201910001,201910001,物理201,19,物理与材料科学学院,2020,1,1910,1910,物理学,2020
2416,201911001,201911001,物理202,19,物理与材料科学学院,2020,1,1911,6BC10423C2EC3226E053206411AC7AEF,物理学(师范),2020
2417,201911002,201911002,物理203,19,物理与材料科学学院,2020,1,1911,6BC10423C2EC3226E053206411AC7AEF,物理学(师范),2020
2431,201950001,201950001,物联201,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,1950,1950,物联网工程,2020
2432,201950002,201950002,物联202,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,1950,1950,物联网工程,2020
2433,201950003,201950003,物联203,A8949843A4056F60E053206411ACFBC4,电子与通信工程学院,2020,1,1950,1950,物联网工程,2020
2457,206590001,206590001,物流201,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6590,6590,物流管理,2020
2458,206590002,206590002,物流202,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,6590,6590,物流管理,2020
2481,200861001,200861001,小教201,8,教育学院(师范学院),2020,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2020
2482,200861002,200861002,小教202,8,教育学院(师范学院),2020,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2020
2483,200861003,200861003,小教203,8,教育学院(师范学院),2020,1,861,6BC10423C2C23226E053206411AC7AEF,小学教育(师范),2020
2516,201530001,201530001,信安201,15,数学与信息科学学院,2020,1,1530,1530,信息安全,2020
2541,201520001,201520001,信计201,15,数学与信息科学学院,2020,1,1520,1520,信息与计算科学,2020
2590,200330001,200330001,行政201,3,公共管理学院,2020,2,330,330,行政管理,2020
2591,200330002,200330002,行政202,3,公共管理学院,2020,2,330,330,行政管理,2020
2592,200330003,200330003,行政203,3,公共管理学院,2020,2,330,330,行政管理,2020
2593,200330004,200330004,行政204,3,公共管理学院,2020,2,330,330,行政管理,2020
2603,200330005,A5FB380D6A7C15CBE053206411AC8E19,行政高201,3,公共管理学院,2020,1,335,6BD8EE1CC2A56069E053206411AC509D,行政管理（高水平运动员）,2020
2620,200851001,200851001,学前201,8,教育学院(师范学院),2020,1,851,6BC10423C2C53226E053206411AC7AEF,学前教育(师范),2020
2691,202113001,202113001,音乐201,21,音乐舞蹈学院,2020,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2020
2692,202113002,202113002,音乐202,21,音乐舞蹈学院,2020,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2020
2693,202113003,202113003,音乐203,21,音乐舞蹈学院,2020,1,2113,6BC10423C2DE3226E053206411AC7AEF,音乐学(师范),2020
2835,201810001,201810001,英语201,18,外国语学院,2020,2,1810,1810,英语,2020
2836,201810002,201810002,英语202,18,外国语学院,2020,2,1810,1810,英语,2020
2837,201810003,201810003,英语203,18,外国语学院,2020,2,1810,1810,英语,2020
2838,201810004,201810004,英语204,18,外国语学院,2020,2,1810,1810,英语,2020
2839,201810005,201810005,英语205,18,外国语学院,2020,2,1810,1810,英语,2020
2840,201815001,201815001,英语206,18,外国语学院,2020,2,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2020
2841,201815002,201815002,英语207,18,外国语学院,2020,2,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2020
2842,201815003,201815003,英语208,18,外国语学院,2020,2,1815,6BC10423C2DB3226E053206411AC7AEF,英语(师范),2020
2914,200840001,200840001,应心201,8,教育学院(师范学院),2020,1,840,840,应用心理学,2020
2915,200840002,200840002,应心202,8,教育学院(师范学院),2020,1,840,840,应用心理学,2020
2916,200846001,200846001,应心203,8,教育学院(师范学院),2020,1,846,6BC10423C2CC3226E053206411AC7AEF,应用心理学(师范),2020
2939,201223003,A5FBFE7C5052481AE0530100007F6F2E,预科201,8,教育学院(师范学院),2020,1,1250,1250,少数民族预科班,2020
2950,200970001,200970001,园林201,9,建筑与城市规划学院,2020,1,970,970,风景园林,2020
2954,201440001,201440001,制药201,14,生命科学学院,2020,1,1440,871BF5E93F0A58ECE053206411ACD664,生物制药,2020
2955,201440002,201440002,制药202,14,生命科学学院,2020,1,1440,871BF5E93F0A58ECE053206411ACD664,生物制药,2020
2956,200650001,200650001,智能201,6,计算机科学与网络工程学院,2020,1,650,A47C13D5E35922F0E0530100007F0D17,人工智能,2020
2994,201026001,201026001,中法201,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,1026,1026,旅游管理[中法],2020
2995,201026002,201026002,中法202,A8949843A41F6F60E053206411ACFBC4,管理学院,2020,2,1026,1026,旅游管理[中法],2020
